sujeto,relacion,objeto
Some letters of William Vaughn Moody,tiene_categoría,American Authors
Some letters of William Vaughn Moody,tiene_categoría,Correspondence
Some letters of William Vaughn Moody,tiene_categoría,"Mason, Daniel Gregory, 1873-"
Under the tree,tiene_categoría,American Authors
Under the tree,tiene_categoría,Poetry
Under the tree,tiene_categoría,"Children's poetry, American"
Under the tree,tiene_categoría,American poetry
Under the tree,tiene_categoría,Children's poetry
Knots in My Yo-Yo String,tiene_categoría,Biography
Knots in My Yo-Yo String,tiene_categoría,American Authors
Knots in My Yo-Yo String,tiene_categoría,Social life and customs
Knots in My Yo-Yo String,tiene_categoría,Juvenile literature
Knots in My Yo-Yo String,tiene_categoría,Nonfiction
Knots in My Yo-Yo String,tiene_categoría,Biography & Autobiography
Knots in My Yo-Yo String,tiene_categoría,Childhood and youth
Knots in My Yo-Yo String,tiene_categoría,Juvenile Nonfiction
Knots in My Yo-Yo String,tiene_categoría,Italian Americans
Knots in My Yo-Yo String,tiene_categoría,Reading Level-Grade 5
Charles Bukowski,tiene_categoría,Biography
Charles Bukowski,tiene_categoría,American Authors
Charles Bukowski,tiene_categoría,Intellectual life
Charles Bukowski,tiene_categoría,"Authors, american"
Charles Bukowski,tiene_categoría,Nonfiction
Charles Bukowski,tiene_categoría,Biography & Autobiography
Charles Bukowski,tiene_categoría,Beat generation
Charles Bukowski,tiene_categoría,Beats (Persons)
Charles Bukowski,tiene_categoría,"Bukowski, charles, 1921-1994"
Charles Bukowski,tiene_categoría,"United states, intellectual life"
A correspondence between John Sterling and Ralph Waldo Emerson,tiene_categoría,American Authors
A correspondence between John Sterling and Ralph Waldo Emerson,tiene_categoría,Correspondence
A correspondence between John Sterling and Ralph Waldo Emerson,tiene_categoría,English Authors
Letters from the Raven,tiene_categoría,American Authors
Letters from the Raven,tiene_categoría,Correspondence
Foreskin's lament,tiene_categoría,Biography
Foreskin's lament,tiene_categoría,American Authors
Foreskin's lament,tiene_categoría,"Authors, american"
Foreskin's lament,tiene_categoría,Nonfiction
Foreskin's lament,tiene_categoría,Biography & Autobiography
Foreskin's lament,tiene_categoría,Childhood and youth
Foreskin's lament,tiene_categoría,Jewish authors
Foreskin's lament,tiene_categoría,Jews
Foreskin's lament,tiene_categoría,Religion & Spirituality
Foreskin's lament,tiene_categoría,Fear of god
The days of Henry Thoreau,tiene_categoría,Biography
The days of Henry Thoreau,tiene_categoría,American Authors
The days of Henry Thoreau,tiene_categoría,"Authors, american"
The days of Henry Thoreau,tiene_categoría,Naturalists
The days of Henry Thoreau,tiene_categoría,Intellectuals
The days of Henry Thoreau,tiene_categoría,"Thoreau, henry david, 1817-1862"
Gertrude Chandler Warner and the Boxcar Children,tiene_categoría,Biography
Gertrude Chandler Warner and the Boxcar Children,tiene_categoría,American Authors
Gertrude Chandler Warner and the Boxcar Children,tiene_categoría,Women authors
Gertrude Chandler Warner and the Boxcar Children,tiene_categoría,"Authors, american"
Gertrude Chandler Warner and the Boxcar Children,tiene_categoría,Juvenile literature
Gertrude Chandler Warner and the Boxcar Children,tiene_categoría,Women
Gertrude Chandler Warner and the Boxcar Children,tiene_categoría,Children's stories
Gertrude Chandler Warner and the Boxcar Children,tiene_categoría,Authorship
Gertrude Chandler Warner and the Boxcar Children,tiene_categoría,"Authors, juvenile literature"
Gertrude Chandler Warner and the Boxcar Children,tiene_categoría,"Children's literature, authorship"
Four Seasons in Rome,tiene_categoría,Biography
Four Seasons in Rome,tiene_categoría,American Authors
Four Seasons in Rome,tiene_categoría,Description and travel
Four Seasons in Rome,tiene_categoría,Travel
Four Seasons in Rome,tiene_categoría,"Authors, american"
Four Seasons in Rome,tiene_categoría,"Authors, biography"
Four Seasons in Rome,tiene_categoría,"Rome (italy), description and travel"
American lands and letters,tiene_categoría,American Authors
American lands and letters,tiene_categoría,History and criticism
American lands and letters,tiene_categoría,American literature
George William Curtis,tiene_categoría,Biography
George William Curtis,tiene_categoría,American Authors
George William Curtis,tiene_categoría,"Authors, American"
George William Curtis,tiene_categoría,"Curtis, george william, 1824-1892"
The life of Thomas Bailey Aldrich,tiene_categoría,Biography
The life of Thomas Bailey Aldrich,tiene_categoría,American Authors
The diary of Anaïs Nin,tiene_categoría,Biography
The diary of Anaïs Nin,tiene_categoría,American Authors
The diary of Anaïs Nin,tiene_categoría,Écrivains américains
The diary of Anaïs Nin,tiene_categoría,"Authors, American"
The diary of Anaïs Nin,tiene_categoría,Diaries
The diary of Anaïs Nin,tiene_categoría,American Women authors
The diary of Anaïs Nin,tiene_categoría,Autores estadounidenses
The diary of Anaïs Nin,tiene_categoría,"Nin, anais, 1903-1977"
The diary of Anaïs Nin,tiene_categoría,Siglo XX
The diary of Anaïs Nin,tiene_categoría,Diarios
William Cullen Bryant,tiene_categoría,Biography
William Cullen Bryant,tiene_categoría,American Authors
William Cullen Bryant,tiene_categoría,American Poets
The Invisible Wall,tiene_categoría,American Authors
The Invisible Wall,tiene_categoría,Nonfiction
The Invisible Wall,tiene_categoría,Biography & Autobiography
The Invisible Wall,tiene_categoría,Childhood and youth
The Invisible Wall,tiene_categoría,"Great britain, biography"
The Invisible Wall,tiene_categoría,"Great britain, social conditions"
The Invisible Wall,tiene_categoría,"Jews, great britain"
The Invisible Wall,tiene_categoría,"Jews, biography"
The Invisible Wall,tiene_categoría,"Jews, social conditions"
The Invisible Wall,tiene_categoría,Jewish children
From my experience,tiene_categoría,Biography
From my experience,tiene_categoría,Homes and haunts
From my experience,tiene_categoría,American Authors
From my experience,tiene_categoría,Intellectual life
From my experience,tiene_categoría,History
From my experience,tiene_categoría,Farm life
From my experience,tiene_categoría,Farmers
From my experience,tiene_categoría,Agriculture
Raymond Chandler speaking,tiene_categoría,Biography
Raymond Chandler speaking,tiene_categoría,American Authors
Raymond Chandler speaking,tiene_categoría,Intellectual life
Raymond Chandler speaking,tiene_categoría,Criticism and interpretation
Raymond Chandler speaking,tiene_categoría,Detective and mystery stories
Raymond Chandler speaking,tiene_categoría,"Authors, biography"
Raymond Chandler speaking,tiene_categoría,Interviews
Raymond Chandler speaking,tiene_categoría,Authorship
Raymond Chandler speaking,tiene_categoría,"Chandler, raymond, 1888-1959"
Raymond Chandler speaking,tiene_categoría,"Detective and mystery stories, authorship"
Writers on the left,tiene_categoría,American Authors
Writers on the left,tiene_categoría,History and criticism
Writers on the left,tiene_categoría,History
Writers on the left,tiene_categoría,"Authors, american"
Writers on the left,tiene_categoría,American literature
Writers on the left,tiene_categoría,Communism and literature
Writers on the left,tiene_categoría,Political and social views
Writers on the left,tiene_categoría,Right and left (Political science) in literature
Writers on the left,tiene_categoría,Right and left (political science)
Writers on the left,tiene_categoría,"American literature, history and criticism, 20th century"
U and I,tiene_categoría,Biography
U and I,tiene_categoría,American Authors
U and I,tiene_categoría,"Authors, American"
U and I,tiene_categoría,"Authors, biography"
U and I,tiene_categoría,Authorship
U and I,tiene_categoría,"Updike, john, 1932-2009"
"Heathen days, 1890-1936",tiene_categoría,Biography
"Heathen days, 1890-1936",tiene_categoría,American Authors
"Heathen days, 1890-1936",tiene_categoría,Journalists
"Heathen days, 1890-1936",tiene_categoría,"Mencken, h. l. (henry louis), 1880-1956"
"The Complete Tales & Poems of Edgar Allan Poe [73 stories, 48 poems]",tiene_categoría,Poetry
"The Complete Tales & Poems of Edgar Allan Poe [73 stories, 48 poems]",tiene_categoría,American poetry
"The Complete Tales & Poems of Edgar Allan Poe [73 stories, 48 poems]",tiene_categoría,Juvenile poetry
"The Complete Tales & Poems of Edgar Allan Poe [73 stories, 48 poems]",tiene_categoría,Laments
"The Complete Tales & Poems of Edgar Allan Poe [73 stories, 48 poems]",tiene_categoría,Narrative poetry
"The Complete Tales & Poems of Edgar Allan Poe [73 stories, 48 poems]",tiene_categoría,Grief
"The Complete Tales & Poems of Edgar Allan Poe [73 stories, 48 poems]",tiene_categoría,American Children's poetry
"The Complete Tales & Poems of Edgar Allan Poe [73 stories, 48 poems]",tiene_categoría,Love poetry
"The Complete Tales & Poems of Edgar Allan Poe [73 stories, 48 poems]",tiene_categoría,busts
"The Complete Tales & Poems of Edgar Allan Poe [73 stories, 48 poems]",tiene_categoría,supernatural
One drop,tiene_categoría,Biography
One drop,tiene_categoría,American Authors
One drop,tiene_categoría,Nonfiction
One drop,tiene_categoría,"Authors, American"
One drop,tiene_categoría,Biography & Autobiography
One drop,tiene_categoría,"Authors, biography"
One drop,tiene_categoría,Family
One drop,tiene_categoría,New York Times reviewed
One drop,tiene_categoría,Passing (Identity)
Out of Place,tiene_categoría,Biography
Out of Place,tiene_categoría,"Authors, biography"
Out of Place,tiene_categoría,Intellectuals
Out of Place,tiene_categoría,New York Times reviewed
Out of Place,tiene_categoría,Palestinian Americans
Out of Place,tiene_categoría,"Said, edward w., 1935-2003"
Out of Place,tiene_categoría,United States of America
Out of Place,tiene_categoría,"Biographies, memoirs and correspondance"
Out of Place,tiene_categoría,Palestinians
Out of Place,tiene_categoría,Palestiniens
Dorothy Parker,tiene_categoría,Biography
Dorothy Parker,tiene_categoría,American Authors
Dorothy Parker,tiene_categoría,History
Dorothy Parker,tiene_categoría,"Authors, American"
Dorothy Parker,tiene_categoría,American Women authors
Dorothy Parker,tiene_categoría,New York Times reviewed
Dorothy Parker,tiene_categoría,Women and literature
Dorothy Parker,tiene_categoría,"Parker, dorothy, 1893-1967"
Mortification,tiene_categoría,American Authors
Mortification,tiene_categoría,Canadian Authors
Mortification,tiene_categoría,Authors
Mortification,tiene_categoría,"Authors, biography"
Mortification,tiene_categoría,Anecdotes
Mortification,tiene_categoría,English Authors
Mortification,tiene_categoría,Authorship
Mortification,tiene_categoría,Embarrassment
Mortification,tiene_categoría,Irish Authors
Mortification,tiene_categoría,Language arts & disciplines
Hemingway,tiene_categoría,Biography
Hemingway,tiene_categoría,American Authors
Hemingway,tiene_categoría,Criticism and interpretation
Hemingway,tiene_categoría,"Authors, American"
Hemingway,tiene_categoría,American Novelists
Hemingway,tiene_categoría,"Novelists, American"
Hemingway,tiene_categoría,Journalists
Hemingway,tiene_categoría,Analysis of Hemingway
Hemingway,tiene_categoría,Notes on Hemingway
The Journey Home,tiene_categoría,Biography
The Journey Home,tiene_categoría,Homes and haunts
The Journey Home,tiene_categoría,American Authors
The Journey Home,tiene_categoría,Wilderness areas
The Journey Home,tiene_categoría,Description and travel
The Journey Home,tiene_categoría,Intellectual life
The Journey Home,tiene_categoría,"Authors, American"
The Journey Home,tiene_categoría,West (u.s.)
"Goodbye, Darkness",tiene_categoría,Biography
"Goodbye, Darkness",tiene_categoría,American Authors
"Goodbye, Darkness",tiene_categoría,United States
"Goodbye, Darkness",tiene_categoría,"World War, 1939-1945"
"Goodbye, Darkness",tiene_categoría,Campaigns
"Goodbye, Darkness",tiene_categoría,Soldiers
"Goodbye, Darkness",tiene_categoría,United States. Marine Corps
"Goodbye, Darkness",tiene_categoría,American Personal narratives
"Goodbye, Darkness",tiene_categoría,Marines
Un appartement à Paris,tiene_categoría,Fiction
