Obra,Relación,Tema
Didáctica de la lengua y literatura española,tiene_como_tema,Spanish philology -- Study and teaching.
Alfonso Reyes y la educación,tiene_como_tema,"Reyes, Alfonso, 1889-1959."
Dos proyecciones de lo dominicano,tiene_como_tema,Dominican poetry
El artículo que no quiso publicar Bohemia,tiene_como_tema,Socialism
Diario De Un Poeta Reciencasado 1916 / Diary of the Newlywed Poet 1916,tiene_como_tema,Continental European
Espejismo de Juchitán,tiene_como_tema,Juchitán de Zaragoza (Mexico)
Lezama Lima,tiene_como_tema,"Lezama Lima, José -- Criticism and interpretation."
Pasajeros de Indias,tiene_como_tema,Portuguese
El positivismo en México,tiene_como_tema,Positivism
La generación comprometida,tiene_como_tema,Salvadoran Authors
Doce en la literatura dominicana,tiene_como_tema,Bio-bibliography
Monterrey en la globalización,tiene_como_tema,Globalization
Tiempo de Angeles / Time of Angels (Tezontle),tiene_como_tema,General
Chihuahua... de mis recuerdos,tiene_como_tema,Social life and customs
Carrera del Sapo y el Venado,tiene_como_tema,Juvenile Fiction / Animals / General
México en la hispanidad,tiene_como_tema,"National characteristics, Mexican."
Casino uno CIA-Mossad-MI-6,tiene_como_tema,Economic history
Canto electroacústico,tiene_como_tema,Music and technology
Plutarco E. Calles,tiene_como_tema,Mexico -- History -- 1910-1946.
Letras,tiene_como_tema,Cuban drama
Junto a una taza de café,tiene_como_tema,"Covarrubias, Miguel, 1940-  -- Interviews."
Vida del venerable maestro Juan de Avila,tiene_como_tema,"John, of Avila, Saint, 1499?-1569."
Revisiones literarias,tiene_como_tema,"Literature, Modern."
Nutrición prehispánica en la costa sur de Guatemala,tiene_como_tema,Nutritional Physiological Phenomena
Escenas latinoamericanas (Diferencias / Differences),tiene_como_tema,Spanish: Adult Nonfiction
Diego Rivera,tiene_como_tema,"Rivera, Diego, 1886-1957."
"Ecue-yamba-o / ""Praise be the Lord' (Biblioteca De Autor / Author Library)",tiene_como_tema,Short Stories (single author)
Historia de la universidad en América Latina,tiene_como_tema,Student movements -- Latin America -- History
La Cieguecita de la Cantera,tiene_como_tema,Literature and spiritualism
3ds Max 7 (Manuales Imprescindibles / Essenatial Manuals),tiene_como_tema,Computer Graphics
"Ní muertos, ní extranjeros",tiene_como_tema,History and criticism
Cuatro Manos,tiene_como_tema,General
El debate sobre la justicia Maya,tiene_como_tema,Social aspects
Establecimiento y propagación del cristianismo en Nueva España,tiene_como_tema,Catholic Church -- Mexico.
La cabaña y el Che Guevara,tiene_como_tema,Cuban Authors
La locura en la poesía cósmica de Antonio Ramírez Fernández,tiene_como_tema,Mental illness in literature
Negociaciones políticas durante la intervención militar de 1965,tiene_como_tema,History
Cien años de la novela Mexicana,tiene_como_tema,Mexican fiction
Educación,tiene_como_tema,Educational law and legislation
Estudios de versificación española,tiene_como_tema,Spanish language -- Versification
Sociología del 98 [i. e. noventa y ocho],tiene_como_tema,Sociology -- History -- Spain
La gallinita en la ciudad,tiene_como_tema,Grandfathers -- Fiction.
Medio siglo de amor,tiene_como_tema,Correspondence
El secuestro,tiene_como_tema,Motion picture plays.
La última noche del tigre,tiene_como_tema,Cuentos mexicanos.
Historia del descubrimiento y conquista de América,tiene_como_tema,Discovery and exploration
Mentiras patrióticas,tiene_como_tema,Puerto Rico -- History -- Autonomy and independence movements.
Historia y folklore de San Cristóbal,tiene_como_tema,Folklore
Los árboles están colgando del cielo,tiene_como_tema,Trees -- Poetry.
La formación del estado en México (1821-1911),tiene_como_tema,Mexico -- History -- 1810-
"El guerrillero de ""El Paraíso,"" general Tulio Varón Perilla, 1860-1901",tiene_como_tema,Generals -- Colombia -- Biography.
Progreso técnico y estructura económica,tiene_como_tema,Demand (Economic theory)
Siguiendo los pasos de José Antonio Páez,tiene_como_tema,Cronología
Símbolos patrios de las naciones de Centroamérica,tiene_como_tema,"Emblems, National -- Central America"
Quimera de los murales del Palacio de Bellas Artes,tiene_como_tema,Spanish: Adult Nonfiction
Despachador de pollo frito,tiene_como_tema,Fiction
Selección de lecturas de investigación crítico literaria,tiene_como_tema,Marxist criticism
"Ibagué, conflictos políticos de 1930 al 9 de abril",tiene_como_tema,Riots -- Colombia -- Ibagué.
The Empty Pinata (Stories the Year 'round),tiene_como_tema,Short Stories
Breve historia del libro en México,tiene_como_tema,Books -- Mexico -- History.
El hermano Pedro,tiene_como_tema,"Bethencourt, Pedro de San José, 1626?-1667 -- Bibliography."
Letra viva,tiene_como_tema,Panamanian literature -- 20th century -- History and criticism.
99 Soleares/99 Soleares,tiene_como_tema,Instruction & Study - Composition
Homenaje a Agustín Yánẽz,tiene_como_tema,"Yáñez, Agustín, 1904-"
"Uno, dos, tres, Dime quién es!",tiene_como_tema,Literatura juvenil
El Evangelio En Solentiname,tiene_como_tema,History
AbCHÉ,tiene_como_tema,"Mexican wit and humor, Pictorial."
Cantos De Vida Y Esperanza/ Stories of Life and Hope,tiene_como_tema,1867-1916
Mexico viejo y anecdotico,tiene_como_tema,"Cortés, Hernán, -- 1485-1547"
Epístolas literarias,tiene_como_tema,Spanish letters
El signo y el garabato,tiene_como_tema,Arts.
Biografía de don Miguel Hidalgo y Costilla,tiene_como_tema,"Hidalgo y Costilla, Miguel, -- 1753-1811."
Del romancero dominicano,tiene_como_tema,Ballads -- Collections
El pensamiento político de Luis Muñoz Marín,tiene_como_tema,Puerto Rico -- Dependency on the United States.
El Debate sobre las generaciones,tiene_como_tema,Intergenerational relations -- Dominican Republic.
"Bases, naturaleza y caracteres de la legislación social",tiene_como_tema,Labor laws and legislation
Diccionario de autores y críticos literarios de Guatemala,tiene_como_tema,Guatemalan literature
Literatura y periodismo,tiene_como_tema,"Reportage literature, Spanish American."
En la piel equivocada,tiene_como_tema,Travestís
Letras y memoria,tiene_como_tema,History and criticism
Sobre los movimientos por una poesía cubana hasta 1856 (1947-49),tiene_como_tema,Cuban poetry -- History and criticism.
La muela del juicio,tiene_como_tema,Arts -- Mexico -- 20th century.
Cesión de Santo Domingo a Francia,tiene_como_tema,Dominican Republic -- History -- Sources
Historia económica mundial,tiene_como_tema,Spanish: Adult Nonfiction
Memorias contra el olvido,tiene_como_tema,Critics -- Dominican Republic -- Biography.
Nueva guía de descarriados,tiene_como_tema,"Cookery, Spanish."
El ojo en la nuca,tiene_como_tema,Siglo XXI
La escritura de la independencia,tiene_como_tema,"Mexico -- History -- Wars of Independence, 1810-1821 -- Journalism and the war"
Bibliografía del teatro en México,tiene_como_tema,Mexican drama -- Bibliography.
Debates en la revista Sur,tiene_como_tema,Intellectual life
Imágenes e identidades,tiene_como_tema,American literature -- Puerto Rican authors -- History and criticism -- Congresses.
"Diccionario etimológico comparado de los apellidos españoles, hispanoamericanos y filipinos",tiene_como_tema,"Names, Personal -- Philippines."
Cuando amaban las tierras comuneras,tiene_como_tema,"Dominican Republic -- History -- Revolution, 1965 -- Fiction."
Vida de acción y sacrificio de Francisco I. Madero,tiene_como_tema,"Madero, Francisco I., 1873-1913."
La estadidad no existe,tiene_como_tema,History and criticism
Gobiernos locales y contextos pluriétnicos,tiene_como_tema,Decentralization in government
"Antología del soneto oral-traumático, tanático, cósmico y erótico en Cuba",tiene_como_tema,"Erotic poetry, Cuban."
Rogelio Cuéllar,tiene_como_tema,Mexican Authors
Los presidentes,tiene_como_tema,Mexico -- Politics and government -- 1946-1970
A Surprise for Mother Rabbit (Stories the Year 'round),tiene_como_tema,Eggs
El arte autobiográfico en Cuba en el siglo XIX,tiene_como_tema,Cuba -- Biography -- History and criticism.
Códices mayas,tiene_como_tema,Mayan languages -- Writing.
"Índice de la revista Cine cubano, 1960-2010",tiene_como_tema,Indexes
Cien Años de Soledad,tiene_como_tema,Study Aids / General
El cine entre los nicas,tiene_como_tema,History
Los patriotas,tiene_como_tema,Mexico -- Politics and government -- 1970-1988.
Arte neotaino,tiene_como_tema,Handicraft -- Dominican Republic
Breve historia de mi tiempo urbano,tiene_como_tema,Social life and customs
Espacio literario y escritura femenina,tiene_como_tema,History and criticism
Yo con mi viveza,tiene_como_tema,Spanish American literature -- To 1800.
Máscaras de Orfeo,tiene_como_tema,Dominican poetry
Juárez y el Imperio,tiene_como_tema,"Mexico -- History -- European intervention, 1861-1867."
"Costa Rica, el discurso de la patria",tiene_como_tema,Socialization.
Los otros cuerpos,tiene_como_tema,Puerto Rican literature -- 20th century
"Avto sacramental del divino narciso, por alegorias ..",tiene_como_tema,Spanish American drama -- 17th century
Organizaciones afrocolombianas,tiene_como_tema,Societies
"Tito, biografía mínima",tiene_como_tema,Mexican Authors
En Cuba,tiene_como_tema,Politics and government
Historia de la literatura hispanoamericana,tiene_como_tema,Spanish American literature -- History and criticism.
Rufino Tamayo en las colecciones del INBA,tiene_como_tema,Instituto Nacional de Bellas Artes (Mexico)
Sor Ana,tiene_como_tema,Criticism and interpretation
La simulación,tiene_como_tema,"Arts, Modern -- Themes, motives"
Economía para ignorantes (en economía),tiene_como_tema,Economics -- Caricatures and cartoons.
Bibliografia Maya,tiene_como_tema,Mayas -- Bibliography
Alfonso Reyes Y Los Hados De Febrero,tiene_como_tema,Spanish: Adult Nonfiction
Veneno que fascina,tiene_como_tema,"Short stories, Spanish American"
José Núñez de Cáceres,tiene_como_tema,Revolutionaries
Sueño compartido,tiene_como_tema,Panamanian fiction -- 20th century
El Indio Que Mato Al Padre Pro/the Indian That Killed Father Pro,tiene_como_tema,History - General History
[Libros cartoneros,tiene_como_tema,Specimens
Mester de nomadía,tiene_como_tema,"Travelers' writings, Spanish American"
Mexico en Una Nuez y Otras Nueces,tiene_como_tema,Spanish: Adult Nonfiction
Caracoles extraviados,tiene_como_tema,Mexican Haiku
Autonomía universitaria y financiamiento,tiene_como_tema,Universities and colleges
La última y nos vamos,tiene_como_tema,Alcoholism in literature
Tiempo y espacio,tiene_como_tema,Literature.
Amor es violento,tiene_como_tema,Guatemalan Authors
Reflexiones sobre la cultura democrática a XV años de la ciudadanización,tiene_como_tema,Political participation
El ahogado más hermoso del mundo,tiene_como_tema,Fiction
"Los becarios del Centro Mexicano de Escritores, 1952-1997",tiene_como_tema,"Authors, Mexican -- 20th century -- Biography -- Dictionaries."
Bestiario/varia Invencion (Tezontle),tiene_como_tema,Caribbean & Latin American
Panorama internacional sobre justicia penal,tiene_como_tema,International offenses -- Congresses.
Filosofía latinoamericana,tiene_como_tema,"Philosophy, Latin American."
Características psicosociales de alumnos y maestros en relación intercultural dentro del ámbito escolar de tres áreas de la Ciudad de Guatemala,tiene_como_tema,Students
Instrucción sobre el modo más seguro y económico de transportar plantas vivas por mar y tierra á los paises más distantes ... Añádese el método de desecar las plantas para formar herbarios,tiene_como_tema,Drying
Instituciones de derecho ambiental,tiene_como_tema,Remedies (Law)
Andalucía y América,tiene_como_tema,Andalusia (Spain) -- History.
Un porfirista de siempre,tiene_como_tema,Mexican Authors
Duarte en la historiografía dominicana,tiene_como_tema,"Duarte, Juan Pablo, 1813-1876 -- Addresses, essays, lectures"
La gata de los pintores,tiene_como_tema,Peintres
La política neoliberal en Puerto Rico y la Ley Número 7,tiene_como_tema,Law and legislation
"Identidades, prácticas y expectativas juveniles al inicio del siglo XXI",tiene_como_tema,Statistics
Funcion de medianoche / Function of Midnight,tiene_como_tema,Social Sciences (General)
El historiador Davis Robinson y su aventura en Nueva España,tiene_como_tema,"Mexico -- History -- Wars of Independence, 1810-1821."
Juan Mora Fernández,tiene_como_tema,Presidents -- Costa Rica -- Biography.
Las Cenizas- Obra Literaria Postuma (Obras completas),tiene_como_tema,New Age
El retorno de lo sagrado,tiene_como_tema,Forecasting
Las glorias del tal Rius,tiene_como_tema,"Mexican wit and humor, Pictorial."
Los domínicos y las encomiendas de indios de la Isla Española,tiene_como_tema,"Indians, Treatment of -- Hispaniola."
Antología de la versificación rítmica,tiene_como_tema,Spanish poetry
Cómics naturistas de Rius,tiene_como_tema,"Nutrition -- Comic books, strips, etc."
El urbanismo en Badajoz a través de la prensa del siglo XX,tiene_como_tema,City planning
Tiempo de alas,tiene_como_tema,Mexico -- Description and travel.
"Historia crítica del pensamiento español, vol. 5",tiene_como_tema,Littérature espagnole
Poemas gráficos,tiene_como_tema,Costa Rican poetry -- Illustrations.
El imperio de las voces,tiene_como_tema,"Paso, Fernando del"
Libertad y crítica en el ensayo político puertorriqueño,tiene_como_tema,Political science -- Puerto Rico -- History.
El Detalle/The Detail (Literatura),tiene_como_tema,General
Simpatia y antipatia,tiene_como_tema,Women authors
La Novela Del Tranvia,tiene_como_tema,Fantasy - General
Las invasiones norteamericanas en Mexico,tiene_como_tema,"Mexican War, 1846-1848"
Los dictaduros,tiene_como_tema,Military government -- Latin America -- Caricatures and cartoons.
Como amigo,tiene_como_tema,Novela estadounidense
La traicion de Querétaro,tiene_como_tema,"Mexico -- History -- European intervention, 1861-1867."
La Suave Patria y Otras Poemas (Coleccibon Popular),tiene_como_tema,Language readers
Visión del mundo,tiene_como_tema,Voyages and travels.
Diarios/ Diaries,tiene_como_tema,Biography And Autobiography
El Secreto De LA Infidelidad / The Secret of Infidelity,tiene_como_tema,Fiction - General
Los empeños,tiene_como_tema,Juana Ines de la Cruz
Diccionario de autoras y autores de El Salvador,tiene_como_tema,Literatura salvadoreña -- Autoras -- Biobibliografía.
LA Basura Que Comemos/ the Garbage We Eat,tiene_como_tema,Consumer Health
Hemingway,tiene_como_tema,"Hemingway, Ernest, 1899-1961."
Espacio penal europeo y mutuo reconocimiento (perspectivas alemana y española),tiene_como_tema,Criminal procedure -- European Union countries.
Un planeta mejor para los niños,tiene_como_tema,Caricatures and cartoons
Santa María de Guadalupe en San Luis Potosí,tiene_como_tema,San Luis Potosí (Mexico : State) -- Religious life and customs.
Los abismos de la palabra,tiene_como_tema,Mexican literature
Coloquio Internacional sobre la Obra de José Lezama Lima,tiene_como_tema,"Lezama Lima, José -- Congresses"
Cuentame tu cuento/ Tell Me Your Story (Literature Infantil and Juvenile / Children and Youth Literature),tiene_como_tema,Juvenile Fiction
El apóstol suicida del liberalismo,tiene_como_tema,Biography
"Correo familiar, 1918-1920",tiene_como_tema,Family
Corrupción e impunidad en Puerto Rico,tiene_como_tema,Politics and government
Figueres,tiene_como_tema,"Figueres Ferrer, José, 1906-"
