Obra,Relación,Autor
Entrevisto,fue_escrito_por,Roberto Fernández Retamar
Esta especie de poema,fue_escrito_por,Roberto Fernández Retamar
Fervor de la Argentina,fue_escrito_por,Roberto Fernández Retamar
Hacia la nueva,fue_escrito_por,Roberto Fernández Retamar
Hemos construido una alegría olvidada,fue_escrito_por,Roberto Fernández Retamar
Idea de la estilistica,fue_escrito_por,Roberto Fernández Retamar
Idea de la estilística,fue_escrito_por,Roberto Fernández Retamar
Introducción a José Martí,fue_escrito_por,Roberto Fernández Retamar
"La poesía, reino autónomo",fue_escrito_por,Roberto Fernández Retamar
Las cosas del corazón,fue_escrito_por,Roberto Fernández Retamar
Más esperanza que fe,fue_escrito_por,Roberto Fernández Retamar
Naturalidad y modernidad en la literatura martiana,fue_escrito_por,Roberto Fernández Retamar
"""Nuestra América"": cien años y otros acercamientos a Martí",fue_escrito_por,Roberto Fernández Retamar
Palabra de mi pueblo (1949-1979),fue_escrito_por,Roberto Fernández Retamar
Papelería,fue_escrito_por,Roberto Fernández Retamar
Para una teoría de la literatura hispanoamericana y otras aproximaciones,fue_escrito_por,Roberto Fernández Retamar
Para una teoria de la literatura hispanoamericana y otras aproximaciones,fue_escrito_por,Roberto Fernández Retamar
"Patrias, 1949-1951",fue_escrito_por,Roberto Fernández Retamar
Poesía joven de Cuba,fue_escrito_por,Roberto Fernández Retamar
"Poesía reunida, 1948-1965",fue_escrito_por,Roberto Fernández Retamar
Poeta en La Habana,fue_escrito_por,Roberto Fernández Retamar
Qué veremos arder,fue_escrito_por,Roberto Fernández Retamar
"Revolución nuestra, amor nuestro",fue_escrito_por,Roberto Fernández Retamar
Caliban ;,fue_escrito_por,Roberto Fernández Retamar
Casa de Las Americas,fue_escrito_por,Roberto Fernández Retamar
"Cosas del Corazon, Las",fue_escrito_por,Roberto Fernández Retamar
Lectura de Martí,fue_escrito_por,Roberto Fernández Retamar
Pensamiento de Nuestra America (Coleccion Campus Virtual de Clacso),fue_escrito_por,Roberto Fernández Retamar
Tres de 2000,fue_escrito_por,Roberto Fernández Retamar
Poesía joven de Cuba,fue_escrito_por,Roberto Fernández Retamar
"Cuba hasta Fidel ; y, Para leer al Che",fue_escrito_por,Roberto Fernández Retamar
Ezequiel Martínez Estrada,fue_escrito_por,Roberto Fernández Retamar
Semblanza biográfica y cronología mínima de José Martí,fue_escrito_por,Roberto Fernández Retamar
Los caminos del Che,fue_escrito_por,Roberto Fernández Retamar
Una salva de porvenir,fue_escrito_por,Roberto Fernández Retamar
Algo semejante a los monstruous antediluvianos,fue_escrito_por,Roberto Fernández Retamar
Algunos usos de civilización y barbarie,fue_escrito_por,Roberto Fernández Retamar
Antología de poetas españoles del siglo XX,fue_escrito_por,Roberto Fernández Retamar
Circunstancia de poesía,fue_escrito_por,Roberto Fernández Retamar
Introducción a José Martí,fue_escrito_por,Roberto Fernández Retamar
Lectura de Martí,fue_escrito_por,Roberto Fernández Retamar
Martí,fue_escrito_por,Roberto Fernández Retamar
Mi hija mayor va a Buenos Aires,fue_escrito_por,Roberto Fernández Retamar
Orbita de Roberto Fernández Retamar,fue_escrito_por,Roberto Fernández Retamar
Pensamiento de nuestra América,fue_escrito_por,Roberto Fernández Retamar
A quien pueda interesar,fue_escrito_por,Roberto Fernández Retamar
"Revolución nuestra, amor nuestro",fue_escrito_por,Roberto Fernández Retamar
Semblanza biográfica y cronología mínima,fue_escrito_por,Roberto Fernández Retamar
Un poeta metido en camisa de once varas,fue_escrito_por,Roberto Fernández Retamar
Con las mismas manos,fue_escrito_por,Roberto Fernández Retamar
En la España de la eñe,fue_escrito_por,Roberto Fernández Retamar
En esta nuestra tierra (un canto para la paz),fue_escrito_por,Roberto Fernández Retamar
Aqu&#65533;,fue_escrito_por,Roberto Fernández Retamar
"La poesía, reino autónomo",fue_escrito_por,Roberto Fernández Retamar
Algunos problemas teóricos de la literatura hispanoamericana,fue_escrito_por,Roberto Fernández Retamar
La poesía contemporánea en Cuba (1927-1953),fue_escrito_por,Roberto Fernández Retamar
José Martí,fue_escrito_por,Roberto Fernández Retamar
Sobre la crítica de Martí,fue_escrito_por,Roberto Fernández Retamar
Pensamiento anticolonial de nuestra América,fue_escrito_por,Roberto Fernández Retamar
Contra la Leyenda Negra,fue_escrito_por,Roberto Fernández Retamar
Versos,fue_escrito_por,Roberto Fernández Retamar
Dedicado a Roberto Fernández Retamar,fue_escrito_por,Roberto Fernández Retamar
Para un mundo amasado por los trabajadores,fue_escrito_por,Roberto Fernández Retamar
Lo que va dictando el fuego,fue_escrito_por,Roberto Fernández Retamar
Cataluña y el Absolutismo Borbónico,fue_escrito_por,Roberto Fernández Retamar
Poesía nuevamente reunida,fue_escrito_por,Roberto Fernández Retamar
Revolutionary poems,fue_escrito_por,Roberto Fernández Retamar
La poesía contemporánea en Cuba (1927-1953),fue_escrito_por,Roberto Fernández Retamar
"Cuba, nuestra América, los Estados Unidos",fue_escrito_por,Roberto Fernández Retamar
Fragmentos de una confesión general,fue_escrito_por,Roberto Fernández Retamar
Poems,fue_escrito_por,Nicolás Guillén
El son entero,fue_escrito_por,Nicolás Guillén
Tengo,fue_escrito_por,Nicolás Guillén
Cantos para soldados y sones para turistas,fue_escrito_por,Nicolás Guillén
Sóngoro cosongo,fue_escrito_por,Nicolás Guillén
"Obra poética, 1920-1972",fue_escrito_por,Nicolás Guillén
Prosa de prisa,fue_escrito_por,Nicolás Guillén
Nicolás Guillén,fue_escrito_por,Nicolás Guillén
Páginas vueltas,fue_escrito_por,Nicolás Guillén
Cronista en tres épocas,fue_escrito_por,Nicolás Guillén
El diario que a diario,fue_escrito_por,Nicolás Guillén
El gran zoo,fue_escrito_por,Nicolás Guillén
"Prosa de prisa, 1929-1972",fue_escrito_por,Nicolás Guillén
Por el mar de las Antillas anda un barco de papel,fue_escrito_por,Nicolás Guillén
¡Aquí estamos!,fue_escrito_por,Nicolás Guillén
La paloma de vuelo popular,fue_escrito_por,Nicolás Guillén
"Songoro cosongo, motivos de son West Indies Ltd. Espana",fue_escrito_por,Nicolás Guillén
Summa poética,fue_escrito_por,Nicolás Guillén
Sóngoro cosongo,fue_escrito_por,Nicolás Guillén
New Love Poetry,fue_escrito_por,Nicolás Guillén
Música de cámara,fue_escrito_por,Nicolás Guillén
"Obra poética, 1920-1958",fue_escrito_por,Nicolás Guillén
"Patria o muerte!  The great zoo, and other poems",fue_escrito_por,Nicolás Guillén
Por el Mar de las Antillas anda un barco de papel,fue_escrito_por,Nicolás Guillén
?Puedes?,fue_escrito_por,Nicolás Guillén
"Sóngoro cosongo ; Motivos de son ; West Indies Ltd. ; España, poema en cuatro angustias y una esperanza",fue_escrito_por,Nicolás Guillén
Sóngoro cosongo y otros poemas,fue_escrito_por,Nicolás Guillén
Poemas de amor y Música de cámara,fue_escrito_por,Nicolás Guillén
Antología clave,fue_escrito_por,Nicolás Guillén
Cuba,fue_escrito_por,Nicolás Guillén
Cuba: Amor y revolución,fue_escrito_por,Nicolás Guillén
El corazón con que vivo,fue_escrito_por,Nicolás Guillén
Elegía a Jesús Menéndez,fue_escrito_por,Nicolás Guillén
Elegías,fue_escrito_por,Nicolás Guillén
España,fue_escrito_por,Nicolás Guillén
La paloma de vuelo popular [y] Elegías,fue_escrito_por,Nicolás Guillén
The Great Zoo and Other Poems,fue_escrito_por,Nicolás Guillén
"Prosa De Prisa, 1929-1985",fue_escrito_por,Nicolás Guillén
Summa Poetica,fue_escrito_por,Nicolás Guillén
Man-making Words,fue_escrito_por,Nicolás Guillén
Antología mayor,fue_escrito_por,Nicolás Guillén
Obra poética 1920-1972,fue_escrito_por,Nicolás Guillén
Recopilación de textos sobre Nicolás Guillén,fue_escrito_por,Nicolás Guillén
La rueda dentada,fue_escrito_por,Nicolás Guillén
América,fue_escrito_por,Nicolás Guillén
Antología de la poesía cósmica de Nicolás Guillén,fue_escrito_por,Nicolás Guillén
Balada,fue_escrito_por,Nicolás Guillén
Cantos para soldados y sones para turistas. El son entero,fue_escrito_por,Nicolás Guillén
Claudio José Domingo Brindis de Salas,fue_escrito_por,Nicolás Guillén
Coplas de Juan Descalzo,fue_escrito_por,Nicolás Guillén
El libro de las décimas,fue_escrito_por,Nicolás Guillén
El libro de las decimas,fue_escrito_por,Nicolás Guillén
En algun sitio de la primavera,fue_escrito_por,Nicolás Guillén
Espan͠a,fue_escrito_por,Nicolás Guillén
La paloma del vuelo popular,fue_escrito_por,Nicolás Guillén
"Nicolás Guillén, nueva antología",fue_escrito_por,Nicolás Guillén
Abre la muralla,fue_escrito_por,Nicolás Guillén
Antología poética,fue_escrito_por,Nicolás Guillén
"Buenos días, Fidel",fue_escrito_por,Nicolás Guillén
Canción de cuna para despertar a un negrito,fue_escrito_por,Nicolás Guillén
The daily daily,fue_escrito_por,Nicolás Guillén
Del alto norte el pájaro sangriento,fue_escrito_por,Nicolás Guillén
Elegia a Jesus Menendez,fue_escrito_por,Nicolás Guillén
El libro de los sones,fue_escrito_por,Nicolás Guillén
El libro de los sonetos,fue_escrito_por,Nicolás Guillén
En la guerra de España,fue_escrito_por,Nicolás Guillén
Las grandes elegías y otros poemas,fue_escrito_por,Nicolás Guillén
Martín Morúa Delgado,fue_escrito_por,Nicolás Guillén
Nicolás Guillén para jóvenes,fue_escrito_por,Nicolás Guillén
Nueva antología de Nicolas Guillen,fue_escrito_por,Nicolás Guillén
Obra poetica,fue_escrito_por,Nicolás Guillén
Obra poetica 1920-1972,fue_escrito_por,Nicolás Guillén
Obra poetica 1958-1972,fue_escrito_por,Nicolás Guillén
Poemas de amor,fue_escrito_por,Nicolás Guillén
Poemas manuables,fue_escrito_por,Nicolás Guillén
"Sóngoro cosongo, Motivos de son, West Indies Ltd., España",fue_escrito_por,Nicolás Guillén
"Sóngoro cosongo ; Motivos de son ; West Indies, Ltd. ; España",fue_escrito_por,Nicolás Guillén
Sóngoro Cosongo y otras poemas de Nicolás Guillén,fue_escrito_por,Nicolás Guillén
Sol de domingo,fue_escrito_por,Nicolás Guillén
Sonogoro cosongo,fue_escrito_por,Nicolás Guillén
Todas las flores de abril,fue_escrito_por,Nicolás Guillén
Todo mezclado,fue_escrito_por,Nicolás Guillén
Un son para Nicolás,fue_escrito_por,Nicolás Guillén
"West Indies, Ltd",fue_escrito_por,Nicolás Guillén
America,fue_escrito_por,Nicolás Guillén
La Paloma De Vuelo Popular,fue_escrito_por,Nicolás Guillén
"Paloma de Vuelo Popular, La",fue_escrito_por,Nicolás Guillén
Poemas,fue_escrito_por,Nicolás Guillén
Poemas De Amor,fue_escrito_por,Nicolás Guillén
Poemas De Amor/ Love Poems,fue_escrito_por,Nicolás Guillén
"Son Entero, El - Cantos Para Soldados y Sones Para Turistas",fue_escrito_por,Nicolás Guillén
Songoro Cosongo,fue_escrito_por,Nicolás Guillén
Songoro cosongo y otros poemas / Songoro cosongo and other Poems,fue_escrito_por,Nicolás Guillén
Todas Las Flores De Abril,fue_escrito_por,Nicolás Guillén
Epistolario de Nicolás Guillén,fue_escrito_por,Nicolás Guillén
Pisto manchego,fue_escrito_por,Nicolás Guillén
Antologia,fue_escrito_por,Nicolás Guillén
"El son entero, cantos para soldados y sones para turistas",fue_escrito_por,Nicolás Guillén
"Obra poética, 1920-1958 [i.e. mil novecientos veinte-mil novecientos cinquenta y ocho]",fue_escrito_por,Nicolás Guillén
Sputnik 57,fue_escrito_por,Nicolás Guillén
Palma sola,fue_escrito_por,Nicolás Guillén
NUEVA ANTOLOGIA,fue_escrito_por,Nicolás Guillén
?Por qué imperialismo?,fue_escrito_por,Nicolás Guillén
Buenos dias Fidel,fue_escrito_por,Nicolás Guillén
Elegia a Jesús Menéndez,fue_escrito_por,Nicolás Guillén
Sóngoro Cosongo,fue_escrito_por,Nicolás Guillén
En algún sitio de la primavera,fue_escrito_por,Nicolás Guillén
Poemas para el che,fue_escrito_por,Nicolás Guillén
Motivos de son,fue_escrito_por,Nicolás Guillén
Estampa de Lino Dou,fue_escrito_por,Nicolás Guillén
Le Grand zoo,fue_escrito_por,Nicolás Guillén
Homenaje a Miguel Hernández,fue_escrito_por,Nicolás Guillén
Poemas de amor y Música de cámara,fue_escrito_por,Nicolás Guillén
Cantos de revolución,fue_escrito_por,Nicolás Guillén
Páginas vueltas,fue_escrito_por,Nicolás Guillén
Latinamericasón,fue_escrito_por,Nicolás Guillén
Dónde nacen las aguas,fue_escrito_por,Nicolás Guillén
"Son Entero, El",fue_escrito_por,Nicolás Guillén
My Last Name,fue_escrito_por,Nicolás Guillén
My last name and other poems,fue_escrito_por,Nicolás Guillén
Cincuentenario de Viaje al sueño,fue_escrito_por,Nicolás Guillén
Homenaje a Nicolás Guillén,fue_escrito_por,Nicolás Guillén
Huellas de dolor y esperanza,fue_escrito_por,Nicolás Guillén
Sartre Visita Cuba,fue_escrito_por,Nicolás Guillén
El crimen fue en Granada,fue_escrito_por,Nicolás Guillén
El corazón con que vivo,fue_escrito_por,Nicolás Guillén
Nicolas Guillen (Cuadernillos de Poesia),fue_escrito_por,Nicolás Guillén
El beneficiario de las viviendas sometidas a un régimen de protección pública,fue_escrito_por,Nicolás Guillén
Las ideas en Cuba,fue_escrito_por,Medardo Vitier
Del ensayo americano,fue_escrito_por,Medardo Vitier
Enrique José Varona,fue_escrito_por,Medardo Vitier
La filosofía en Cuba,fue_escrito_por,Medardo Vitier
Apuntaciones literarias ..,fue_escrito_por,Medardo Vitier
"Enrique José Varona, su pensamiento representativo",fue_escrito_por,Medardo Vitier
"Estudios, notas, efigies cubanas",fue_escrito_por,Medardo Vitier
José de la Luz y Caballero como educador,fue_escrito_por,Medardo Vitier
José Ortega y Gasset,fue_escrito_por,Medardo Vitier
Kant,fue_escrito_por,Medardo Vitier
La leccion de Varona,fue_escrito_por,Medardo Vitier
Las ideas y la filosofía en Cuba,fue_escrito_por,Medardo Vitier
"Martí, estudio integral",fue_escrito_por,Medardo Vitier
Valoraciones,fue_escrito_por,Medardo Vitier
Varona,fue_escrito_por,Medardo Vitier
"Martí, su obra política y literaria",fue_escrito_por,Medardo Vitier
Versos,fue_escrito_por,Medardo Vitier
Ildefonso-Manuel Gil ante la crítica,fue_escrito_por,Rosario Hiriart
Más cerca de Teresa de la Parra,fue_escrito_por,Rosario Hiriart
El patio de mi casa,fue_escrito_por,Rosario Hiriart
Lydia Cabrera,fue_escrito_por,Rosario Hiriart
Un poeta en el tiempo,fue_escrito_por,Rosario Hiriart
Conversaciones con Francisco Ayala,fue_escrito_por,Rosario Hiriart
Fetiches cubanos,fue_escrito_por,Rosario Hiriart
La mirada poética de José García Nieto,fue_escrito_por,Rosario Hiriart
Los recursos técnicos en la novelística de Francisco Ayala,fue_escrito_por,Rosario Hiriart
Malpartida,fue_escrito_por,Rosario Hiriart
Mas cerca de Teresa de la Parra,fue_escrito_por,Rosario Hiriart
Secretos De Un Patio Cubano,fue_escrito_por,Rosario Hiriart
Las alusiones literarias en la obra narrativa de Francisco Ayala,fue_escrito_por,Rosario Hiriart
Las alusiones literarias en la obra narrativa de Francisco de Ayala,fue_escrito_por,Rosario Hiriart
Los recursos tecnicos en la novelistica de Francisco Ayala,fue_escrito_por,Rosario Hiriart
"Tu ojo, cocodrilo verde",fue_escrito_por,Rosario Hiriart
Ultimo sueño,fue_escrito_por,Rosario Hiriart
Vocación y oficio,fue_escrito_por,Rosario Hiriart
Nuevo espejo de paciencia (y otros juegos literarios),fue_escrito_por,Rosario Hiriart
Eloy Alfaro y Cuba en el siglo XIX,fue_escrito_por,Germán Rodas Chaves
Fidel en el Ecuador,fue_escrito_por,Germán Rodas Chaves
Centenario de la guerra hispano-cubana norteamericana,fue_escrito_por,Germán Rodas Chaves
Del paradigma a la dialectica,fue_escrito_por,Germán Rodas Chaves
José Martí,fue_escrito_por,Germán Rodas Chaves
Reflexiones,fue_escrito_por,Germán Rodas Chaves
Socialismo casa adentro,fue_escrito_por,Germán Rodas Chaves
La izquierda ecuatoriana en el siglo 20,fue_escrito_por,Germán Rodas Chaves
Pensamiento médico,fue_escrito_por,Germán Rodas Chaves
"Pandemias y enfermedades en la historia del Ecuador, siglos XVIII-XXI",fue_escrito_por,Germán Rodas Chaves
Ricardo Paredes,fue_escrito_por,Germán Rodas Chaves
El Plan Colombia,fue_escrito_por,Germán Rodas Chaves
Revolución juliana y salud colectiva,fue_escrito_por,Germán Rodas Chaves
Cuba y Latinoamérica en los años 60,fue_escrito_por,Germán Rodas Chaves
Forjadores del pensamiento crítico latinoamericano,fue_escrito_por,Germán Rodas Chaves
Tres tristes tigres,fue_escrito_por,Guillermo Cabrera Infante
Vista del amanecer en el trópico,fue_escrito_por,Guillermo Cabrera Infante
Holy Smoke,fue_escrito_por,Guillermo Cabrera Infante
Habana para un infante difunto,fue_escrito_por,Guillermo Cabrera Infante
Así en la paz como en la guerra,fue_escrito_por,Guillermo Cabrera Infante
Un oficio del siglo 20,fue_escrito_por,Guillermo Cabrera Infante
Delito por bailar el chachachá,fue_escrito_por,Guillermo Cabrera Infante
Mea Cuba,fue_escrito_por,Guillermo Cabrera Infante
Cine o sardina,fue_escrito_por,Guillermo Cabrera Infante
Ella cantaba boleros,fue_escrito_por,Guillermo Cabrera Infante
Exorcismos de esti(l)o,fue_escrito_por,Guillermo Cabrera Infante
O,fue_escrito_por,Guillermo Cabrera Infante
Las mejores historias sobre gatos,fue_escrito_por,Guillermo Cabrera Infante
Todo está hecho con espejos,fue_escrito_por,Guillermo Cabrera Infante
Arcadia todas las noches,fue_escrito_por,Guillermo Cabrera Infante
Infantería,fue_escrito_por,Guillermo Cabrera Infante
Muertes Temporales - una Novela,fue_escrito_por,Guillermo Cabrera Infante
El libro de las ciudades,fue_escrito_por,Guillermo Cabrera Infante
La ninfa inconstante,fue_escrito_por,Guillermo Cabrera Infante
Mi música extremada,fue_escrito_por,Guillermo Cabrera Infante
¡Vaya papaya!,fue_escrito_por,Guillermo Cabrera Infante
Tierra marcada,fue_escrito_por,Guillermo Cabrera Infante
Vidas para leerlas,fue_escrito_por,Guillermo Cabrera Infante
Cuerpos Divinos / Heavenly Bodies,fue_escrito_por,Guillermo Cabrera Infante
Mapa Dibujado Por un Espía / Map Drawn by a Spy,fue_escrito_por,Guillermo Cabrera Infante
Habana para un Infante Difunto / Infante's Inferno,fue_escrito_por,Guillermo Cabrera Infante
Vista Del Amanecer en el Trópico / a View of Dawn in the Tropics,fue_escrito_por,Guillermo Cabrera Infante
