Obra,Relación,País del Autor
Raúl Renán,el_autor_es_del_pais,Mexico
El río de los años,el_autor_es_del_pais,Mexico
Rostros de este reino,el_autor_es_del_pais,Mexico
Catulinarias y sáficas,el_autor_es_del_pais,Mexico
Juan corta las flores,el_autor_es_del_pais,Mexico
Como fue el presagio,el_autor_es_del_pais,Mexico
Poesía completa,el_autor_es_del_pais,Mexico
De las queridas cosas,el_autor_es_del_pais,Mexico
El libro de las queridas cosas,el_autor_es_del_pais,Mexico
Gramática fantástica,el_autor_es_del_pais,Mexico
Los niños de San Sebastián,el_autor_es_del_pais,Mexico
Los silencios de Homero,el_autor_es_del_pais,Mexico
Serán como soles,el_autor_es_del_pais,Mexico
Viajero en sí mismo,el_autor_es_del_pais,Mexico
Oaxaca,el_autor_es_del_pais,Mexico
Mi nombre en juego,el_autor_es_del_pais,Mexico
Manuel Gómez Marín,el_autor_es_del_pais,Mexico
Hacia la nada,el_autor_es_del_pais,Mexico
Crisis de la razón histórica,el_autor_es_del_pais,Mexico
Crítica e identidad,el_autor_es_del_pais,Mexico
Los usos de la dialéctica,el_autor_es_del_pais,Mexico
Historiografía e identidad y otros ensayos de filosofía de la historia mexicana,el_autor_es_del_pais,Mexico
La ceguera del cíclope,el_autor_es_del_pais,Mexico
Las tareas filosóficas del presente,el_autor_es_del_pais,Mexico
Ensayos sobre pensamiento mexicano,el_autor_es_del_pais,Mexico
Escritura y esquizofrenia,el_autor_es_del_pais,Mexico
Sor Juana Inés de la Cruz,el_autor_es_del_pais,Mexico
El infausto eclipse de las hadas,el_autor_es_del_pais,Mexico
Casi lo nombro,el_autor_es_del_pais,Mexico
Queriendo ser,el_autor_es_del_pais,Mexico
"Nezahualcóyotl, la vida del Rey poeta",el_autor_es_del_pais,Mexico
Alquimia,el_autor_es_del_pais,Mexico
Cosas del tiempo y otras fantasmas,el_autor_es_del_pais,Mexico
Tepic de Nervo,el_autor_es_del_pais,Mexico
Amapola y amapola y otras historias,el_autor_es_del_pais,Mexico
Cien revoluciones,el_autor_es_del_pais,Mexico
Con el pueblo tengo,el_autor_es_del_pais,Mexico
Cultura política y elecciones federales de 1994 en Nayarit,el_autor_es_del_pais,Mexico
Elecciones locales en Nayarit en 1993,el_autor_es_del_pais,Mexico
Etnias de Nayarit,el_autor_es_del_pais,Mexico
Fuentes para el estudio de Nayarit,el_autor_es_del_pais,Mexico
"Las mujeres en los barrios marginados de Tepic, Nayarit",el_autor_es_del_pais,Mexico
"Los primeros veinte anõs de universidad en Nayarit, 1969-1989",el_autor_es_del_pais,Mexico
Nomás venimos a malcomer,el_autor_es_del_pais,Mexico
Maestros somos,el_autor_es_del_pais,Mexico
Madres nuestras,el_autor_es_del_pais,Mexico
Juventud rural a ras de tierra,el_autor_es_del_pais,Mexico
Armonización de la vida laboral y familiar en académicas mexicanas,el_autor_es_del_pais,Mexico
2003,el_autor_es_del_pais,Mexico
El sexo de la ciencia,el_autor_es_del_pais,Mexico
Saberes indígenas y educación en Nayarit,el_autor_es_del_pais,Mexico
Cuando la democracia nos alcance,el_autor_es_del_pais,Mexico
Nayarit al final del milenio,el_autor_es_del_pais,Mexico
Las Cortadoras de tabaco en Nayarit,el_autor_es_del_pais,Mexico
30 años de universidad,el_autor_es_del_pais,Mexico
Universidad regional y autónoma,el_autor_es_del_pais,Mexico
"De aquí, de allá",el_autor_es_del_pais,Mexico
Educación que silencia,el_autor_es_del_pais,Mexico
Nayarit,el_autor_es_del_pais,Mexico
Sentencia de amor 12624,el_autor_es_del_pais,Mexico
Jóvenes rurales,el_autor_es_del_pais,Mexico
Visiones críticas de Amado Nervo,el_autor_es_del_pais,Mexico
40 años de la Universidad Autónoma de Nayarit,el_autor_es_del_pais,Mexico
Mujeres científicas de Nayarit,el_autor_es_del_pais,Mexico
Sor Juana Inés de la Cruz,el_autor_es_del_pais,Mexico
Cuauhtémoc,el_autor_es_del_pais,Mexico
"Encuentro de Escritores Coahuilenses, Torreón, 2008",el_autor_es_del_pais,Mexico
Navegante de sueños y utopías,el_autor_es_del_pais,Mexico
"El mar, origen y destino",el_autor_es_del_pais,Mexico
Estampas de viaje,el_autor_es_del_pais,Mexico
Rastreando por la vida,el_autor_es_del_pais,Mexico
Tu piel en la memoria,el_autor_es_del_pais,Mexico
Claves de acceso al horizonte,el_autor_es_del_pais,Mexico
El tiempo consentido,el_autor_es_del_pais,Mexico
Historias compartidas,el_autor_es_del_pais,Mexico
Camino sin retorno,el_autor_es_del_pais,Mexico
Cantos perdidos,el_autor_es_del_pais,Mexico
Cuenta regresiva,el_autor_es_del_pais,Mexico
Entre bruma y humedad del puerto,el_autor_es_del_pais,Mexico
Inventar la lluvia,el_autor_es_del_pais,Mexico
Las cartas del tiempo,el_autor_es_del_pais,Mexico
Oficio de amar,el_autor_es_del_pais,Mexico
Planeación y administración educativas,el_autor_es_del_pais,Mexico
Repaso de la vida,el_autor_es_del_pais,Mexico
Tiempo de palabra,el_autor_es_del_pais,Mexico
Verano que no termina,el_autor_es_del_pais,Mexico
Poesía de América Latina para el mundo,el_autor_es_del_pais,Mexico
Investigación científica y universidad,el_autor_es_del_pais,Mexico
Sabio presagio de tu enigma,el_autor_es_del_pais,Mexico
Muerte y poesía,el_autor_es_del_pais,Mexico
Écrits 1,el_autor_es_del_pais,Mexico
Ecrits II,el_autor_es_del_pais,Mexico
Actitudes,el_autor_es_del_pais,Mexico
Anagnórisis,el_autor_es_del_pais,Mexico
"El Lenguaje, problemas y reflexiones actuales",el_autor_es_del_pais,Mexico
Historias y poemas,el_autor_es_del_pais,Mexico
Partición,el_autor_es_del_pais,Mexico
Personajes mirando una nube,el_autor_es_del_pais,Mexico
Terceto,el_autor_es_del_pais,Mexico
Misma juventud,el_autor_es_del_pais,Mexico
Día tras día,el_autor_es_del_pais,Mexico
El tiempo en los brazos,el_autor_es_del_pais,Mexico
Fiel imagen,el_autor_es_del_pais,Mexico
Otro invierno/ Another Winter,el_autor_es_del_pais,Mexico
Personario,el_autor_es_del_pais,Mexico
Poesia,el_autor_es_del_pais,Mexico
Recobrar El Sentido (La Dicha de Enmudecer),el_autor_es_del_pais,Mexico
Resistencia/ Resistance,el_autor_es_del_pais,Mexico
Rastreos y otros poemas,el_autor_es_del_pais,Mexico
"Cartas cabales, 2008-2010",el_autor_es_del_pais,Mexico
Anagnórisis,el_autor_es_del_pais,Mexico
Apalabrarse,el_autor_es_del_pais,Mexico
Alegatorio,el_autor_es_del_pais,Mexico
Bisutería,el_autor_es_del_pais,Mexico
Contracorrientes,el_autor_es_del_pais,Mexico
Cuatro ensayos sobre Gilberto Owen,el_autor_es_del_pais,Mexico
En los ojos del día,el_autor_es_del_pais,Mexico
Figura y secuencias,el_autor_es_del_pais,Mexico
Lapso,el_autor_es_del_pais,Mexico
Llegar,el_autor_es_del_pais,Mexico
"Lo inmortal, y otros poemas",el_autor_es_del_pais,Mexico
Luz de aquí,el_autor_es_del_pais,Mexico
"Luz de aquí, 1952-1954",el_autor_es_del_pais,Mexico
Noticia natural,el_autor_es_del_pais,Mexico
Orden del día,el_autor_es_del_pais,Mexico
Otro invierno,el_autor_es_del_pais,Mexico
"Poesía, 1943-1976",el_autor_es_del_pais,Mexico
Poética y profética,el_autor_es_del_pais,Mexico
Primavera muda,el_autor_es_del_pais,Mexico
Salir con vida,el_autor_es_del_pais,Mexico
Sobre exiliados,el_autor_es_del_pais,Mexico
Zamora bajo los astros,el_autor_es_del_pais,Mexico
Siempre todavía,el_autor_es_del_pais,Mexico
Estuario,el_autor_es_del_pais,Mexico
El sol y su eco,el_autor_es_del_pais,Mexico
Páginas de ida y vuelta,el_autor_es_del_pais,Mexico
Cantata a solas,el_autor_es_del_pais,Mexico
Antología poética,el_autor_es_del_pais,Mexico
Aproximación al pensamiento de Fourier,el_autor_es_del_pais,Mexico
Aluvial,el_autor_es_del_pais,Mexico
Trilla de asuntos,el_autor_es_del_pais,Mexico
Recobrar el sentido,el_autor_es_del_pais,Mexico
La voz de Tomás Segovia,el_autor_es_del_pais,Mexico
Resistencia,el_autor_es_del_pais,Mexico
Ensayos,el_autor_es_del_pais,Mexico
Poesía,el_autor_es_del_pais,Mexico
Digo yo,el_autor_es_del_pais,Mexico
Estuario (poemas 2008-2009),el_autor_es_del_pais,Mexico
Cartas de un jubilado,el_autor_es_del_pais,Mexico
Cuaderno del nómada,el_autor_es_del_pais,Mexico
Tomás Segovia,el_autor_es_del_pais,Mexico
Alegato de un poeta contra la lógica del cálculo egoísta y a favor del deseo,el_autor_es_del_pais,Mexico
Caricato,el_autor_es_del_pais,Mexico
La Dimensión en el tiempo,el_autor_es_del_pais,Mexico
La asistencia social en México,el_autor_es_del_pais,Mexico
La familia: investigación y política pública,el_autor_es_del_pais,Mexico
"Conocimientos, ideas y representaciones acerca de niños, adolescentes y jóvenes",el_autor_es_del_pais,Mexico
De noche vienes,el_autor_es_del_pais,Mexico
La noche de Tlatelolco,el_autor_es_del_pais,Mexico
"Hasta no verte, Jesús mío",el_autor_es_del_pais,Mexico
Lilus Kikus,el_autor_es_del_pais,Mexico
La piel del cielo,el_autor_es_del_pais,Mexico
"Querido Diego, te abraza Quiela",el_autor_es_del_pais,Mexico
Leonora,el_autor_es_del_pais,Mexico
Octavio Paz,el_autor_es_del_pais,Mexico
Todo empezó el domingo,el_autor_es_del_pais,Mexico
"La ""Flor de lis""",el_autor_es_del_pais,Mexico
La herida de Paulina,el_autor_es_del_pais,Mexico
"Nada, nadie",el_autor_es_del_pais,Mexico
Hasta no verte Jesu s mi o,el_autor_es_del_pais,Mexico
Noche de Tlatelolco,el_autor_es_del_pais,Mexico
"Ay vida, no me mereces!",el_autor_es_del_pais,Mexico
Tinísima,el_autor_es_del_pais,Mexico
Domingo 7,el_autor_es_del_pais,Mexico
Paseo de la Reforma,el_autor_es_del_pais,Mexico
Tlapalería,el_autor_es_del_pais,Mexico
Todo Mexico,el_autor_es_del_pais,Mexico
Todo México,el_autor_es_del_pais,Mexico
"Hasta no verte, Jesus mio! / Here's to you, Jesusa!",el_autor_es_del_pais,Mexico
Las mil y una--,el_autor_es_del_pais,Mexico
"Luz y luna, las lunitas",el_autor_es_del_pais,Mexico
El último guajolote,el_autor_es_del_pais,Mexico
Las siete cabritas,el_autor_es_del_pais,Mexico
El universo o nada,el_autor_es_del_pais,Mexico
Llorar en la sopa,el_autor_es_del_pais,Mexico
Las Siete Cabritas,el_autor_es_del_pais,Mexico
Hasta No Verte Jesús Mío,el_autor_es_del_pais,Mexico
Fuerte es el silencio,el_autor_es_del_pais,Mexico
Tinísima,el_autor_es_del_pais,Mexico
La vendedora de nubes,el_autor_es_del_pais,Mexico
Las Soldaderas / Women of the Mexican Revolution,el_autor_es_del_pais,Mexico
"Querido Diego, Te abraza Quiela by Elena Poniatowska",el_autor_es_del_pais,Mexico
Rondas de la nina mala,el_autor_es_del_pais,Mexico
Cartas de Alvaro Mutis a Elena Poniatowska (Alvaro Mutis Letters to Elena Poniatowska),el_autor_es_del_pais,Mexico
Elena Poniatowska,el_autor_es_del_pais,Mexico
El Tren Pasa Primero/the Train Passes First,el_autor_es_del_pais,Mexico
Las Mil Y Una...LA Herida De Paulina/the Thousands and One...Paulina's Wound,el_autor_es_del_pais,Mexico
Las soldaderas (Fototeca),el_autor_es_del_pais,Mexico
"Nada, Nadie / Nothing, No One",el_autor_es_del_pais,Mexico
Narrativa Breve,el_autor_es_del_pais,Mexico
Obras Reunidas I,el_autor_es_del_pais,Mexico
"Querido Diego, te abraza Quiela, y otros cuentos",el_autor_es_del_pais,Mexico
Obras Reunidas II Novelas 1,el_autor_es_del_pais,Mexico
Tren Pasa Primero,el_autor_es_del_pais,Mexico
Hasta no verte Jesús mío,el_autor_es_del_pais,Mexico
Los jóvenes mexicanos,el_autor_es_del_pais,Mexico
Me lo dijo Elena Poniatowska,el_autor_es_del_pais,Mexico
"Querido Diego, Te Abraza Quiela",el_autor_es_del_pais,Mexico
Hojas de Papel Volando,el_autor_es_del_pais,Mexico
Flor de Lis,el_autor_es_del_pais,Mexico
"Amante Polaco, Libro 2",el_autor_es_del_pais,Mexico
Paseo de la Reforma (Ed. 25 Aniversario) / Reforma Boulevard (25th Anniversary e D),el_autor_es_del_pais,Mexico
Herida de Paulina / Paulina's Wound,el_autor_es_del_pais,Mexico
Octavio Paz. Las Palabras Del árbol,el_autor_es_del_pais,Mexico
Palabras cruzadas,el_autor_es_del_pais,Mexico
Hojas de papel volando,el_autor_es_del_pais,Mexico
Tinísima (Novela Biográfica / a Biographical Novel),el_autor_es_del_pais,Mexico
Tren Pasa Primero (Novela Histórica) / First Comes the Train (a Historical Novel),el_autor_es_del_pais,Mexico
Amanecer en el Zócalo,el_autor_es_del_pais,Mexico
De Noche Vienes (48845),el_autor_es_del_pais,Mexico
El tren pasa primero,el_autor_es_del_pais,Mexico
Fuerte Es El Silencio / Silence is Strong (Biblioteca Era. Serie Cronicas),el_autor_es_del_pais,Mexico
Jardín de Francia,el_autor_es_del_pais,Mexico
Juan Soriano Nino De MIL Anos,el_autor_es_del_pais,Mexico
"Juan Soriano, niño de mil años",el_autor_es_del_pais,Mexico
Los cuentos de Lilus Kikus,el_autor_es_del_pais,Mexico
Mariana Yampolsky y la buganvillia,el_autor_es_del_pais,Mexico
Miguel Covarrubias. Vida y mundos,el_autor_es_del_pais,Mexico
Obras reunidas,el_autor_es_del_pais,Mexico
"Octavio Paz, Las Palabras Del Arbol/ Octavio Paz, The Words of the Tree (Ensayo-Literatura)",el_autor_es_del_pais,Mexico
Paseo de la Reforma (Ave F?enix. Serie Mayor),el_autor_es_del_pais,Mexico
Paseo De La Reforma / Walk of Reform,el_autor_es_del_pais,Mexico
Piel del Cielo,el_autor_es_del_pais,Mexico
Rondas de la niña mala,el_autor_es_del_pais,Mexico
Tinisima (Pocket),el_autor_es_del_pais,Mexico
Amante Polaco Libro 1,el_autor_es_del_pais,Mexico
Manuel Alvarez Bravo,el_autor_es_del_pais,Mexico
"Eduardo Galeano, un ilegal en el paraíso",el_autor_es_del_pais,Mexico
Polvo,el_autor_es_del_pais,Mexico
La ira de México,el_autor_es_del_pais,Mexico
México indio,el_autor_es_del_pais,Mexico
Color en Mexico (Mexican Color),el_autor_es_del_pais,Mexico
Café orgánico =,el_autor_es_del_pais,Mexico
Arquitectoma,el_autor_es_del_pais,Mexico
Juan Rulfo,el_autor_es_del_pais,Mexico
Peregrinajes,el_autor_es_del_pais,Mexico
Buscado amor,el_autor_es_del_pais,Mexico
Hugo Gutiérrez Vega,el_autor_es_del_pais,Mexico
Resistencia de particulares,el_autor_es_del_pais,Mexico
Tarot de Valverde de la vera,el_autor_es_del_pais,Mexico
Andar en Brasil,el_autor_es_del_pais,Mexico
Antología con dudas,el_autor_es_del_pais,Mexico
Antología personal,el_autor_es_del_pais,Mexico
Bazar de asombros,el_autor_es_del_pais,Mexico
Cantos de Tomelloso y otros poemas,el_autor_es_del_pais,Mexico
Cuando el placer termine,el_autor_es_del_pais,Mexico
El erotismo y la muerte,el_autor_es_del_pais,Mexico
Georgetown blues y otros poemas,el_autor_es_del_pais,Mexico
Información y sociedad,el_autor_es_del_pais,Mexico
Las peregrinaciones del deseo,el_autor_es_del_pais,Mexico
Los soles griegos,el_autor_es_del_pais,Mexico
Meridiano 8-0,el_autor_es_del_pais,Mexico
Nuevas peregrinaciones,el_autor_es_del_pais,Mexico
"Bazar de asombros, II",el_autor_es_del_pais,Mexico
Los pasos revividos,el_autor_es_del_pais,Mexico
Polvo nuevo de la palabra antigua,el_autor_es_del_pais,Mexico
Peregrinaciones,el_autor_es_del_pais,Mexico
El teatro en Mexico,el_autor_es_del_pais,Mexico
Luis Bun uel,el_autor_es_del_pais,Mexico
El nuevo teatro II,el_autor_es_del_pais,Mexico
Algunos ensayos,el_autor_es_del_pais,Mexico
Prisma,el_autor_es_del_pais,Mexico
Los moneros de La jornada,el_autor_es_del_pais,Mexico
Jalisco milenario,el_autor_es_del_pais,Mexico
"Colima, tierra de letras",el_autor_es_del_pais,Mexico
Huertas de Colima,el_autor_es_del_pais,Mexico
Callejón de la memoria,el_autor_es_del_pais,Mexico
"""Yo, señores, soy de..."" Jaliscolimán",el_autor_es_del_pais,Mexico
Resaca del olvido,el_autor_es_del_pais,Mexico
De Comala a Tijuana,el_autor_es_del_pais,Mexico
"""Y sin embargo, el volcán es bello""",el_autor_es_del_pais,Mexico
Esta narrativa mexicana,el_autor_es_del_pais,Mexico
"José Revueltas, el de ayer",el_autor_es_del_pais,Mexico
La novela bolero latinoamericana,el_autor_es_del_pais,Mexico
La otra literatura mexicana,el_autor_es_del_pais,Mexico
A la sombra de un palmar,el_autor_es_del_pais,Mexico
Muertos de papel,el_autor_es_del_pais,Mexico
Visión global de la obra literaria de José Revueltas,el_autor_es_del_pais,Mexico
El SECRETO DE LA LATA DE SARDINAS Cuento policial mexicano,el_autor_es_del_pais,Mexico
Narradores mexicanos de fin de siglo,el_autor_es_del_pais,Mexico
El que la hace-- ¿la paga?,el_autor_es_del_pais,Mexico
Cabeza de Vaca,el_autor_es_del_pais,Mexico
El dedo de oro,el_autor_es_del_pais,Mexico
Un corazón adicto,el_autor_es_del_pais,Mexico
Lugar a dudas,el_autor_es_del_pais,Mexico
Manuel Alvarez Bravo,el_autor_es_del_pais,Mexico
Poeta con paisaje,el_autor_es_del_pais,Mexico
Señales debidas,el_autor_es_del_pais,Mexico
Viaje al centro de mi tierra,el_autor_es_del_pais,Mexico
Los idilios salvajes,el_autor_es_del_pais,Mexico
El encarguito y otros pendientes,el_autor_es_del_pais,Mexico
Frontera norte y otros extremos,el_autor_es_del_pais,Mexico
"Contemporaneos, Revista Mexicana de Cultura, 1928-1931",el_autor_es_del_pais,Mexico
El filo del ideal,el_autor_es_del_pais,Mexico
Cartas de Copilco y otras postales,el_autor_es_del_pais,Mexico
Indices de Contemporáneos,el_autor_es_del_pais,Mexico
Los Contemporáneos ayer,el_autor_es_del_pais,Mexico
Lugar a Dudas/ Room for Doubt (Ensayo),el_autor_es_del_pais,Mexico
Habitación con retratos,el_autor_es_del_pais,Mexico
México en 1932,el_autor_es_del_pais,Mexico
Toda una vida estaría conmigo,el_autor_es_del_pais,Mexico
"La casa de México en París, 1953-2003",el_autor_es_del_pais,Mexico
Los 1001 años de la lengua española,el_autor_es_del_pais,Mexico
Cuatro ensayos sobre arte poética,el_autor_es_del_pais,Mexico
El Apogeo Del Castellano (Fondo 2000 Series),el_autor_es_del_pais,Mexico
El brujo de Autlán,el_autor_es_del_pais,Mexico
Serafina y Sor Juana,el_autor_es_del_pais,Mexico
Fiori di sonetti,el_autor_es_del_pais,Mexico
"Serafina y sor Juana, con tres apéndices",el_autor_es_del_pais,Mexico
Estampas,el_autor_es_del_pais,Mexico
Ensayos sobre crítica literaria,el_autor_es_del_pais,Mexico
La migraña,el_autor_es_del_pais,Mexico
Extremos de México,el_autor_es_del_pais,Mexico
El sueño erótico en la poesía española de los Siglos de Oro,el_autor_es_del_pais,Mexico
Christina,el_autor_es_del_pais,Mexico
Voces para un retrato,el_autor_es_del_pais,Mexico
Egohistorias,el_autor_es_del_pais,Mexico
Filología mexicana,el_autor_es_del_pais,Mexico
Tonelhuayo uan totlahtoltzin,el_autor_es_del_pais,Mexico
Crónicas romanas,el_autor_es_del_pais,Mexico
Amor al revés,el_autor_es_del_pais,Mexico
Autoentrevistas de escritores mexicanos,el_autor_es_del_pais,Mexico
De acá de este lado,el_autor_es_del_pais,Mexico
Faros y sirenas,el_autor_es_del_pais,Mexico
Guía de pecadoras,el_autor_es_del_pais,Mexico
Hace un mes que no baila el Muñeco,el_autor_es_del_pais,Mexico
Lagrimas Y Risas/tears And Laugh (Textos de difusion cultural),el_autor_es_del_pais,Mexico
Tu párvula boca,el_autor_es_del_pais,Mexico
Sergio Galindo,el_autor_es_del_pais,Mexico
Diario de Jerusalén,el_autor_es_del_pais,Mexico
Carta a los romanos,el_autor_es_del_pais,Mexico
Cronicas Romanas,el_autor_es_del_pais,Mexico
Segunda voz,el_autor_es_del_pais,Mexico
Lágrimas y risas,el_autor_es_del_pais,Mexico
La fiesta y la muerte enmascarada,el_autor_es_del_pais,Mexico
Hambre de gol,el_autor_es_del_pais,Mexico
Hoteles de paso,el_autor_es_del_pais,Mexico
Los novelistas sociales,el_autor_es_del_pais,Mexico
Una Santa no tan santa,el_autor_es_del_pais,Mexico
