Obra,Relación,Editorial
Libertad bajo palabra,fue_publicado_por,Fondo De Cultura Economica Inc
"La aventura de Miguel Littín, clandestino en Chile",fue_publicado_por,Kiepenheuer & Witsch
Relatos II,fue_publicado_por,Generalitat Valenciana
La perversión del capital y el sentido del cambio,fue_publicado_por,Frente de Trabajadores de la Energía
Presencia de Alfonso Reyes,fue_publicado_por,Fondo de Cultura Económica
Trago amargo (wish-ky sour),fue_publicado_por,Ediciones Librería La Trinitaria
Los cuatro embajadores,fue_publicado_por,Ediciones Universal
Bizarro museo de asuntos curiosos y artistas excéntricos,fue_publicado_por,El Colegio de San Luis
La region mas transparente,fue_publicado_por,Fondo de cultura económica
Por medio de la presente,fue_publicado_por,Editorial Planeta Mexicana
Las tierras flacas,fue_publicado_por,J. Mortiz
Nuevo metodo de trazado de plantillas para trabajos en laminas metalicas,fue_publicado_por,Secretaria de educacion publica
Y asi tomaron posesión en las ciudades,fue_publicado_por,Universidad Nacional Autónoma
Poems,fue_publicado_por,Alianza
"Política, politiquería, demagogía",fue_publicado_por,Editorial Renacimiento
Nueva España,fue_publicado_por,Fondo de Cultura Económica
Los rastros de mi deseo,fue_publicado_por,Editorial Cultura
Narciso y Armonía,fue_publicado_por,Puntual
"Literatura, ideología y lenguaje",fue_publicado_por,Editorial Grijalbo
Entre la vista y la nada,fue_publicado_por,M.A. Porrúa
Navegante de sueños y utopías,fue_publicado_por,Universidad Autónoma de Tamaulipas
José Revueltas para universitarios,fue_publicado_por,Universidad Juárez del Estado de Durango
Escritores y escritos de la revolufia,fue_publicado_por,El Colegio de Michoacán
Entre brujas vuela el cuento,fue_publicado_por,Miraguano
"Tema 1983--la administración Carazo, un año después",fue_publicado_por,Instituto de Estudios Latinoamericanos de la Facultad de Filosofía y Letras
"Palabras iluminadas, 1955-1959",fue_publicado_por,Unión Tipográfica
La metamorfosis del racismo en Guatemala =,fue_publicado_por,Editorial Cholsamaj
El águila y la serpiente,fue_publicado_por,Editorial Porrúa
Vida de Silvestre de Balboa y Troya,fue_publicado_por,Editorial Acana
En lo real maravilloso,fue_publicado_por,"Departamento de Actividades Culturales, Universidad de La Habana"
"Enrique Gómez Carrillo, el cronista errante",fue_publicado_por,Librería Escolar
Otras lecturas,fue_publicado_por,Editora Unicornio
El asesinato de Federico García Lorca,fue_publicado_por,"Plaza & Janes Editores, S.A."
La idea de principio en Leibniz y la evolución de la teoría deductiva,fue_publicado_por,Emecé
Ramón López Velarde visto por los contemporáneos,fue_publicado_por,Gobierno del Estado Zacatecas
La caverna de las ideas,fue_publicado_por,Punto De Lectura
Logica organica,fue_publicado_por,Edicion de el Colegio Nacional
Antología de la poesía tanática de nueve poetas hispanoamericanos,fue_publicado_por,Frente de Afirmación Hispanista
Aguinaldo habanero,fue_publicado_por,Imprenta de D. José Maria Palmer
Corridos y poemas del Ejercito Defensor de la Soberanía Nacional de Nicaragua,fue_publicado_por,Imprenta Nacional
Cinco cervezas,fue_publicado_por,Poliedro
El gral. Pedro Florentino y un momento de la restauración,fue_publicado_por,Editorial El Diario
Regierung,fue_publicado_por,Europäische Verlagsanstalt
"Protesta de la fee, y renovacion de los votos religiosos, que hizo, y dejo escripta con su sangre la m. Juana Ines de la Cruz ...",fue_publicado_por,Por los herederos de la viuda de d. Joseph de Hogal.
"Poesía caminante, 1934-1984",fue_publicado_por,Editorial Playor
Donde el águila paró,fue_publicado_por,Daga Editores
Dichos y proverbios populares,fue_publicado_por,Edimat
Rompecabezas de papel,fue_publicado_por,Consejo Nacional de Ciencia y Tecnología
La eficacia espacial del transporte terrestre español,fue_publicado_por,UAM Ediciones
Cuatro manos,fue_publicado_por,Edicones B
"Rimas, 1900-1902",fue_publicado_por,Visor Libros
Ensayo biografico y critico de don Wenceslao Alpuche,fue_publicado_por,Impr. del comercio de Nabor Chavez
La bendita manía de contar,fue_publicado_por,Ollero y Ramos Editores
Personas decentes,fue_publicado_por,"Editorial Planeta, S. A."
Letras de México,fue_publicado_por,Universidad Nacional Autónoma de México
Las gastadas palabras de siempre,fue_publicado_por,Grupo Editorial Norma
Miguel Covarrubias,fue_publicado_por,Museo Soumaya
Fumando con MIS Muertos,fue_publicado_por,Fundacion Jose Manuel Lara
Romanticos y socialistas,fue_publicado_por,Siglo 21 de Espana
The House of Bernarda Alba (Nick Hern Books),fue_publicado_por,Manchester University Press
Cuando me asalta el recuerdo de ti,fue_publicado_por,Editora Cole
Panorama de la literatura nicaragüense,fue_publicado_por,Editorial Alemana]
Fuimos es mucha gente,fue_publicado_por,Alfaguara
"Popol-vuh, o, Libro del consejo de los indios Quichés",fue_publicado_por,Losada/Argentina
El habla popular en Baja California Sur,fue_publicado_por,"Gobierno del Estado de Baja California Sur, Secretaría de Educación Pública, Coordinación de Programas de Bienestar Social, Instituto Sudcaliforniano de Cultura"
Historia de un encargo,fue_publicado_por,Anagrama
Tres obras,fue_publicado_por,Biblioteca Ayacucho
La universidad,fue_publicado_por,Seminario de Investigación sobre Historia y Memoria Nacionales
La Revolución y las relaciones internacionales de México,fue_publicado_por,Biblioteca del Instituto Nacional de Estudios Históricos de la Revolución Mexicana
La vida es larga y además no importa,fue_publicado_por,Premia Editora
El Estridentismo,fue_publicado_por,"Unidad Editorial, Difusión Cultural/UNAM"
Leyendas y mitos de las hibueras,fue_publicado_por,"Grupo Editorial,   Graficentro Editores"
Viajeros extranjeros en el Estado de México,fue_publicado_por,Universidad Autónoma del Estado de México
Breve historia del Teatro Ocampo de Morelia,fue_publicado_por,Instituto Michoacano de Cultura
Pequeñas maniobras ; Presiones y diamantes,fue_publicado_por,Ediciones Alfaguara
Presencia Hispánica en la Florida,fue_publicado_por,Ediciones Universal
La mala hora,fue_publicado_por,Pan
Mi bicicleta es un hada y otros secretos por el estilo,fue_publicado_por,Panamericana
Obras reunidas,fue_publicado_por,Aguilar
Una barrera contra el hampa,fue_publicado_por,Obras Jurídicas Probatorias
La O por lo redondo,fue_publicado_por,Grijalbo
Los herederos de Farabundo,fue_publicado_por,"Editorial Universitaria, Universidad de El Salvador"
"El género programático alemán, 1900-1914",fue_publicado_por,P. Lang
Escritores y poetas sud-americanos,fue_publicado_por,Oficina tip. de la Secretaría de fomento
Como agua para chocolate,fue_publicado_por,Can Yayınları
Pensamiento universitario,fue_publicado_por,Universidad de San Carlos de Guatemala
La aparición de lo invisible,fue_publicado_por,Siglo XXI Editores
Antologia de cuentos,fue_publicado_por,Fondo de Cultura Popular
Historia de Almueje,fue_publicado_por,"Consejo Presidencial de Cultura, Sistema Nacional de Talleres Literarios"
El coronel no tiene quien le escriba,fue_publicado_por,Elliot's Books
Sobre el problema del andalucismo dialectal de América,fue_publicado_por,"Facultad de Filosofía y Letras de la Universidad de Buenos Aires, Instituto de Filología"
Historia de la literatura hispanoamericana,fue_publicado_por,Taurus
La hora de todos.  [Juguete cómico en un acte,fue_publicado_por,Los Presentes
Obras reunidas 9,fue_publicado_por,Océano
Cuba en Darío y Darío en Cuba,fue_publicado_por,Editorial Letras Cubanas
Libro de Poemas,fue_publicado_por,CreateSpace Independent Publishing Platform
Cuentos,fue_publicado_por,Editorial Nueva Nicaragua
La visión del valle,fue_publicado_por,Editorial Saturnino Calleja
Lecturas españolas,fue_publicado_por,PPU
Bu mu'yuk jloktor,fue_publicado_por,Macmillan
El padre Varela y la autonomía colonial,fue_publicado_por,Impresores Molina y cía.
La catedral humana,fue_publicado_por,Ediciones Sierra Madre
Gathering the sun,fue_publicado_por,HarperCollins
Expediente Lady Di,fue_publicado_por,El País
Historiografía de la reflexión sintáctica,fue_publicado_por,LINCOM GmbH
Crónica de una muerte anunciada,fue_publicado_por,Hynek
Bibliografía maya,fue_publicado_por,B. Franklin
Luis Buñuel,fue_publicado_por,AGUILAR
José de la Luz y Caballero como educador,fue_publicado_por,Universidad Central de las Villas
El Procedimiento ante el Tribunal Europeo de Derechos Humanos y los requisitos de admisibilidad de la demanda,fue_publicado_por,Tirant lo Blanch
Casuismo sistémico,fue_publicado_por,Universidad Autónoma de Zacatecas
"Palestina, del judío errante al judío errado!",fue_publicado_por,Grijalbo Mondadori Sa
Some Lessons in Metaphysics,fue_publicado_por,Norton
Jesucristo Gómez,fue_publicado_por,Ediciones Océano
Juegos Y Otros Poemas,fue_publicado_por,Gente Nueva
Plenitud,fue_publicado_por,Ediciones Ateneo
Sonnen-schöpfung,fue_publicado_por,F. Muller
"Yo te bendigo, vida",fue_publicado_por,Gobierno del Estado [de] Nayarit
Llanto por Ignacio Sánchez Mejías,fue_publicado_por,Forening for Boghaandværk
Poemas del lente,fue_publicado_por,Puertabierta Editores
Humboldt y América Latina,fue_publicado_por,Fondo de Cultura Económica
Relato de un náufrago,fue_publicado_por,Distribooks Int'l+inc
De Zelaya a Sandino,fue_publicado_por,JEA Editor
Costumbres de antanõ,fue_publicado_por,"Instituto Cubano del Libro, Editorial Gente Nueva"
Quebrando albores,fue_publicado_por,El Viajero Inmóvil
Copos de espuma,fue_publicado_por,Beston
Pisar los dedos de Dios,fue_publicado_por,Taller
Contra la servidumbre del espíritu,fue_publicado_por,Polis
Cuentos negros de Cuba,fue_publicado_por,Sociedad Estatal V Centenario
Memoria y olvido,fue_publicado_por,Consejo Nacional para la Cultura y las Artes
Histoire des variations des églises protestantes,fue_publicado_por,"La veuve de S. Mabre-Cramoisy, Imprimeur du Roi"
3 naturalistas en Nicaragua,fue_publicado_por,[s.n.]
Terrena Cruz,fue_publicado_por,Gobierno del Estado de Colima
El delito de insolvencia punible del art. 260 CP a la luz del nuevo derecho concursal,fue_publicado_por,Tirant lo Blanch
Anthology of Mexican poetry,fue_publicado_por,Indiana University Press
Casos prácticos de derecho penal,fue_publicado_por,Tecnos
Leyendas y tradiciones de Honduras y del mundo,fue_publicado_por,"Grupo Editorial, Graficentro Editores"
Salomé Ureña y Hostos,fue_publicado_por,Secretaría de Estado de Cultura
Lítica lagunera,fue_publicado_por,PACMYC
Rebellion der Gehenkten,fue_publicado_por,Hale
"Ex-Convento de San Jerónimo, México, D.F",fue_publicado_por,Instituto Nacional de Antropología e Historia
"The Color of Summer, or the New Garden of Earthly Delights",fue_publicado_por,Viking
La noticia detrás de la noticia,fue_publicado_por,Editorial V Siglos
Posdata,fue_publicado_por,Pre-Textos
La ley del amour,fue_publicado_por,Three Rivers Press
Pedro Páramo,fue_publicado_por,fundo de cultura economica
Letras y memoria,fue_publicado_por,Editorial Sanlope
Voluntad de Vivir Manifestandose,fue_publicado_por,Adriana Hidalgo Editora
Aura,fue_publicado_por,প্রথমা প্রকাশন
Otoño Del Patriarca,fue_publicado_por,Harper & Row
Alfonso Reyes et la France,fue_publicado_por,Klincksieck
Los nuevos escritores y Luis Cardoza y Aragón,fue_publicado_por,Editorial Universitaria
ANTOLOGIA DE GABRIELA MISTRAL,fue_publicado_por,ED. JUS
Los poetas cubanos y el ideal de independencia,fue_publicado_por,"Imp. ""Avisador comercial"""
Malcolm,fue_publicado_por,Francisco Morales-Zamorano
La Revolucion Perdida/the Lost Revolution,fue_publicado_por,Fondo de Cultura Economica USA
Cuarto de azotea,fue_publicado_por,SEP
Poesías líricas de la Señora Doña Gertrudis Gómez de Avellaneda,fue_publicado_por,"Creative Media Partners, LLC"
Diccionario de escritores hondurenos,fue_publicado_por,Editorial Universitaria
Literatura y psicoanálisis,fue_publicado_por,"Universidad de San Carlos de Guatemala, Facultad de Humanidades, Sección de Publicaciones"
El paraíso de Martha Chapa,fue_publicado_por,s.n.
Los cuentos mexicanos,fue_publicado_por,Juan de la Cuesta
Viajes en Tierra Yankee,fue_publicado_por,Univ. Nacional Autónoma de México
Platero y yo,fue_publicado_por,Mexico: Luis Fernandez
Horas de estudio,fue_publicado_por,P. Ollendorff
El general en su laberinto,fue_publicado_por,Everyman's Library
Rufino Tamayo,fue_publicado_por,Museo de Arte de Lima
Los silencios de Homero,fue_publicado_por,Universidad Autónoma Metropolitana
Guerra y represión en el sur de España,fue_publicado_por,Universitat de Valéncia
Amorosos fantasmas,fue_publicado_por,Editorial Planeta Mexicana
Notas,fue_publicado_por,"[Espasa-Calpe, s. a.]"
Un planeta mejor para los niños,fue_publicado_por,"Sociedad Mexicana de Caricaturistas, S. de A. de I.P."
Prosa de prisa,fue_publicado_por,Editorial Hernández
Das Totenschiff,fue_publicado_por,Diogenes
Robinson y su aventura en México,fue_publicado_por,Editorial Jus
Leer páramos lejanos,fue_publicado_por,Editorial Acana
Honduras,fue_publicado_por,Graficentro Editores
A la sombra del ángel,fue_publicado_por,Suma de letras
Cuaderno de Aliosha,fue_publicado_por,Independently Published
La ley del amour,fue_publicado_por,PUNTO DE LECTURA
La quiebra de los partidos,fue_publicado_por,Escuela de Estudios Políticos Rafael Uribe Uribe
La sangre llegó hasta el río,fue_publicado_por,Secretaría de Cultura de Jalisco
La lotería en México,fue_publicado_por,[Talleres gráficos de la Lotería nacional]
La lengua nuestra de cada día,fue_publicado_por,Academia Nicaragüense de la Lengua
Correspondence,fue_publicado_por,Editorial de Ciencias Sociales
Saberes indígenas y educación en Nayarit,fue_publicado_por,Universidad Autónoma de Nayarit
Rebelión contra la Compañía de Caracas,fue_publicado_por,[Escuela de Estudios Hispano-Americanos]
La Otra Voz,fue_publicado_por,Seix Barral
Vertigo,fue_publicado_por,New Directions
Comentario a la Ley general de publicidad,fue_publicado_por,Civitas/Thomson Reuters
Diálogos de la Independencia,fue_publicado_por,"Instituto Nacional de Bellas Artes, SEP Cultura"
"Obras Completas, Vol. 1",fue_publicado_por,Galaxia Gutenberg
Literatura hispanoamericana,fue_publicado_por,Limusa
"El Consejo Nacional para la Cultura y las Artes a través del Instituto Nacional de Bellas Artes presenta Héctor Mendoza, tras 40 años de invención teatral",fue_publicado_por,INBA
Sab,fue_publicado_por,Instituto Cubano del Libro
Antología del cuento mexicano,fue_publicado_por,Ediciones de Andrea
Tocar el cielo,fue_publicado_por,Lóguez
Bajo el signo de Géminis,fue_publicado_por,[Imprenta Venezuela]
Poesías de Sor Juana Inés de la Cruz,fue_publicado_por,Editores Mexicanos Unidos
Mundos Distantes,fue_publicado_por,CreateSpace Independent Publishing Platform
Encuentros y desencuentros,fue_publicado_por,[s.n.]
Mis porfiados oráculos,fue_publicado_por,Fuentetaja Ediciones
Epistolario,fue_publicado_por,"Oficina del Presidente, Administración Central, Universidad de Puerto Rico"
El ogro filantrópico,fue_publicado_por,Breve
Recordandolo,fue_publicado_por,Impresora Arte y Cine
Post scriptum triste,fue_publicado_por,Ediciones del Equilibrista
Manuel Felguérez,fue_publicado_por,Ediciones del Equilibrista
Tinisima (Pocket),fue_publicado_por,Ediciones ERA
El zarco y La navidad en las montañas,fue_publicado_por,Edit. Porrua
Escribir en Cuba,fue_publicado_por,Editorial de la Universidad de Puerto Rico
Cantos de Pitirre,fue_publicado_por,Alexander Street Press
La danza de tijeras y el violín de Lucanas,fue_publicado_por,Instituto Francés de Estudios Andinos
El trompo de siete colores,fue_publicado_por,"Editorial ""Cultura"""
El Teatro de participación popular y el teatro de la comunidad,fue_publicado_por,Unión de Escritores y Artistas de Cuba
